510524007;;51;1;1;80;025;PINTURA DE SUPERFICIE LADO 2;1;5550;;1,00000;;0;2;;
510524007;;51;1;1;90;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524008;;51;1;1;10;039;DESTOPAR;1;8070;DESTOPAR COM 1170MM;1,00000;;0;2;;
510524008;;51;1;1;20;029;FURAÇÃO SIMULTÂNEA;1;4050;ESSA PECA NAO RECOBRE?;1,00000;;0;2;;
510524008;;51;1;1;30;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524009;;51;1;1;10;039;DESTOPAR;1;8070;DESTOPAR COM 1200MM;1,00000;;0;2;;
510524009;;51;1;1;20;042;ESTAMPAGEM LARGURA 1;1;8020;;1,00000;;0;2;;
510524009;;51;1;1;30;042.2;ESTAMPAGEM LARGURA 2;1;8020;;1,00000;;0;2;;
510524009;;51;1;1;40;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524010;;51;1;1;10;043;GRAMPEAR 45º;1;8600;;1,00000;;0;2;;
510524010;;51;1;1;20;047;ACABAMENTO MANUAL;1;1560;HOTSTAMPING?;1,00000;;0;2;;
510524010;;51;1;1;30;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524011;;51;99999;1;10;012;TERCEIRIZACAO CORTE + PINTURA UV;1;7501;;1,00000;990001001;3376;1;;
510524011;;51;99999;2;20;002;CORTAR;1;1050;CORTA?;1,00000;;0;1;;
510524011;;51;99999;1;30;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524012;;51;1;1;10;002;CORTAR;1;1050;;1,00000;;0;1;;
510524012;;51;1;1;20;016;COLAR BORDA LARGURA 1;1;1560;;1,00000;;0;2;;
510524012;;51;1;1;30;017;COLAR BORDA LARGURA 2;1;1560;;1,00000;;0;2;;
510524012;;51;1;1;40;018;COLAR BORDA COMPRIMENTO 1;1;1560;;1,00000;;0;2;;
510524012;;51;1;1;50;019;COLAR BORDA COMPRIMENTO 2;1;1560;;1,00000;;0;2;;
510524012;;51;1;1;60;029;FURAÇÃO SIMULTÂNEA;1;4050;;1,00000;;0;2;;
510524012;;51;1;1;70;024;PINTURA DE SUPERFICIE LADO 1;1;5550;;1,00000;;0;2;;
510524012;;51;1;1;80;025;PINTURA DE SUPERFICIE LADO 2;1;5550;;1,00000;;0;2;;
510524012;;51;1;1;90;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524013;;51;99999;1;10;015;MONTAGEM;1;8501;;1,00000;;0;1;;
510524013;;51;99999;1;20;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524014;;51;1;1;10;050;PRODUZIR EMBALAGEM;1;8400;;1,00000;;0;2;;
510524014;;51;1;1;20;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
510524015;;51;1;1;10;050;PRODUZIR EMBALAGEM;1;8400;EMBALAGEM MODELO ENVOLTORIO, SEM DISPOSITIVO, ABA 50MM E SOBREPOSTO 4MM;1,00000;;0;2;;
510524015;;51;1;1;20;032;CHECK-POINT;1;1100;;1,00000;;0;1;;
710524001;;81;1;1;10;011;EMBALAR;1;6050;;1,00000;;0;1;;












































